Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount,
"Credit Card/Loan Payments","Student Loan Payments","07/02/2012"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 120629 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0","Old Checking XXXXXX5384","$210.31",
"Credit Card/Loan Payments","Student Loan Payments","05/18/2012"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 120517 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0","Old Checking XXXXXX5384","$210.31",
"Credit Card/Loan Payments","Student Loan Payments","04/17/2012"," ","ACS EXPRESS PAY PAY","ACS Express Pay  ECHECK PAY 120416 A102995851      LAWRENCE, TRAVIS R                               4952501112 A102995851      0","Old Checking XXXXXX5384","$210.31",
"Outgoing Transfers","Other Outgoing Transfers","06/20/2013"," ","","RECURRING TRANSFER TO LAWRENCE T           SAVINGS                                    REF #OPEMWW2MYM XXXXXX7150","PMA Checking XXXXXX5366","$50.00",
"Outgoing Transfers","Other Outgoing Transfers","06/05/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              SAVINGS                                    XXXXXX7150 REF #IBEQSSQZ24 ON 06/04/13","PMA Checking XXXXXX5366","$80.00",
"Outgoing Transfers","Other Outgoing Transfers","06/03/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              COMPLETE ADVANTAGE(RM)                     XXXXXX5384 REF #IBEJZNXNCV ON 06/01/13","PMA Checking XXXXXX5366","$3,000.00",
"Outgoing Transfers","Other Outgoing Transfers","05/30/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              COMPLETE ADVANTAGE(RM)                     XXXXXX5384 REF #IBE5FG3M6T ON 05/30/13","PMA Checking XXXXXX5366","$215.00",
"Outgoing Transfers","Other Outgoing Transfers","05/20/2013"," ","","RECURRING TRANSFER TO LAWRENCE T           SAVINGS                                    REF #OPEXLRSN89 XXXXXX7150","PMA Checking XXXXXX5366","$50.00",
"Outgoing Transfers","Other Outgoing Transfers","05/20/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              CHECKING                                   XXXXXX5366 REF #IBE5FCLB69 ON 05/18/13","Old Checking XXXXXX5384","$331.59",
"Outgoing Transfers","Other Outgoing Transfers","04/22/2013"," ","","RECURRING TRANSFER TO LAWRENCE T           SAVINGS                                    REF #OPEMWCNLXX XXXXXX7150","PMA Checking XXXXXX5366","$50.00",
"Outgoing Transfers","Other Outgoing Transfers","04/22/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              REF #IBEJZB9BKK COMPLETE ADVANTAGE(RM)      VIA MOBILE","PMA Checking XXXXXX5366","$2,303.63",
"Outgoing Transfers","Other Outgoing Transfers","04/22/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              SAVINGS                                    XXXXXX7150 REF #IBEXLJJTP5 ON 04/21/13","Old Checking XXXXXX5384","$3,265.00",
"Outgoing Transfers","Other Outgoing Transfers","04/16/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              COMPLETE ADVANTAGE(RM)                     XXXXXX5384 REF #IBEQSD7ZPN ON 04/16/13","PMA Checking XXXXXX5366","$150.00",
"Outgoing Transfers","Other Outgoing Transfers","04/16/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              COMPLETE ADVANTAGE(RM)                     XXXXXX5384 REF #IBEC769FNG ON 04/16/13","PMA Checking XXXXXX5366","$1,500.00",
"Outgoing Transfers","Other Outgoing Transfers","04/03/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              SAVINGS                                    XXXXXX6021 REF #IBEC72XHTB ON 04/03/13","PMA Checking XXXXXX5366","$10.00",
"Outgoing Transfers","Other Outgoing Transfers","03/29/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              REF #IBEMW5RV2Q CHECKING                    VIA MOBILE","Old Checking XXXXXX5384","$150.00",
"Outgoing Transfers","Other Outgoing Transfers","03/20/2013"," ","","RECURRING TRANSFER TO LAWRENCE T           SAVINGS                                    REF #OPEG3YQLHQ XXXXXX7150","PMA Checking XXXXXX5366","$50.00",
"Outgoing Transfers","Other Outgoing Transfers","03/19/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              COMPLETE ADVANTAGE(RM)                     XXXXXX5384 REF #IBE2HRMD86 ON 03/19/13","PMA Checking XXXXXX5366","$140.00",
"Outgoing Transfers","Other Outgoing Transfers","03/18/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              COMPLETE ADVANTAGE(RM)                     XXXXXX5384 REF #IBEQS4HZ2F ON 03/16/13","PMA Checking XXXXXX5366","$300.00",
"Outgoing Transfers","Other Outgoing Transfers","03/18/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              COMPLETE ADVANTAGE(RM)                     XXXXXX5384 REF #IBE5DSJY9D ON 03/16/13","PMA Checking XXXXXX5366","$352.00",
"Outgoing Transfers","Other Outgoing Transfers","03/14/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              CHECKING                                   XXXXXX5366 REF #IBEG3X6XX4 ON 03/14/13","Old Checking XXXXXX5384","$23.53",
"Outgoing Transfers","Other Outgoing Transfers","03/11/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              CHECKING                                   XXXXXX5366 REF #IBEG3W4C97 ON 03/09/13","Old Checking XXXXXX5384","$200.00",
"Outgoing Transfers","Other Outgoing Transfers","03/08/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              SAVINGS                                    XXXXXX7150 REF #IBEC6TF43X ON 03/08/13","Old Checking XXXXXX5384","$5,585.00",
"Outgoing Transfers","Other Outgoing Transfers","03/07/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              SAVINGS                                    XXXXXX7150 REF #IBE2HNLDQV ON 03/07/13","Old Checking XXXXXX5384","$1,685.00",
"Outgoing Transfers","Other Outgoing Transfers","02/20/2013"," ","","RECURRING TRANSFER TO LAWRENCE T           SAVINGS                                    REF #OPE2HJFTTW XXXXXX7150","PMA Checking XXXXXX5366","$50.00",
"Outgoing Transfers","Other Outgoing Transfers","02/19/2013"," ","","ONLINE TRANSFER TO LAWRENCE T              COMPLETE ADVANTAGE(RM)                     XXXXXX5384 REF #IBETNWRW4X ON 02/16/13","PMA Checking XXXXXX5366","$850.00",
"Outgoing Transfers","Other Outgoing Transfers","01/22/2013"," ","","RECURRING TRANSFER REF #OPE5DBG6HV         TO SAVINGS                                 XXXXXX7150","PMA Checking XXXXXX5366","$50.00",
"Outgoing Transfers","Other Outgoing Transfers","01/16/2013"," ","","ONLINE TRANSFER REF #IBETNMZMG3            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 01/16/13","PMA Checking XXXXXX5366","$1,100.00",
"Outgoing Transfers","Other Outgoing Transfers","01/14/2013"," ","","ONLINE TRANSFER REF #IBE2H79S2B            TO CHECKING                                XXXXXX5366 ON 01/14/13","Old Checking XXXXXX5384","$10.53",
"Outgoing Transfers","Other Outgoing Transfers","01/11/2013"," ","","ONLINE TRANSFER REF #IBE5D8F9BP            TO CHECKING                                XXXXXX5366 ON 01/11/13","Old Checking XXXXXX5384","$81.89",
"Outgoing Transfers","Other Outgoing Transfers","01/10/2013"," ","","ONLINE TRANSFER REF #IBEMVHFJBH            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 01/10/13","PMA Checking XXXXXX5366","$453.87",
"Outgoing Transfers","Other Outgoing Transfers","01/07/2013"," ","","ONLINE TRANSFER REF #IBEQRJ5VWB            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 01/06/13","PMA Checking XXXXXX5366","$1,000.00",
"Outgoing Transfers","Other Outgoing Transfers","01/04/2013"," ","","ONLINE TRANSFER REF #IBEXKLSCQC            TO CHECKING                                XXXXXX5366 ON 01/04/13","Old Checking XXXXXX5384","$100.00",
"Outgoing Transfers","Other Outgoing Transfers","12/24/2012"," ","","ONLINE TRANSFER REF #IBEC66T8VB            TO CHECKING                                XXXXXX5366 ON 12/22/12","Old Checking XXXXXX5384","$150.00",
"Outgoing Transfers","Other Outgoing Transfers","12/20/2012"," ","","RECURRING TRANSFER REF #OPE894LRX3         TO SAVINGS                                 XXXXXX7150","PMA Checking XXXXXX5366","$125.00",
"Outgoing Transfers","Other Outgoing Transfers","12/17/2012"," ","","ONLINE TRANSFER REF #IBEC65D3QR            TO COMPLETE ADVANTAGE(RM)                  ERICAS GIFT","PMA Checking XXXXXX5366","$44.00",
"Outgoing Transfers","Other Outgoing Transfers","12/14/2012"," ","","ONLINE TRANSFER REF #IBE89367CL            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 12/14/12","PMA Checking XXXXXX5366","$385.00",
"Outgoing Transfers","Other Outgoing Transfers","12/14/2012"," ","","ONLINE TRANSFER REF #IBEXKFPH6L            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 12/14/12","PMA Checking XXXXXX5366","$330.00",
"Outgoing Transfers","Other Outgoing Transfers","12/11/2012"," ","","ONLINE TRANSFER REF #IBEC63YC4P            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 12/11/12","PMA Checking XXXXXX5366","$10,000.00",
"Outgoing Transfers","Other Outgoing Transfers","12/07/2012"," ","","ONLINE TRANSFER REF #IBE5CY7DZW            TO CHECKING                                XXXXXX5366 ON 12/07/12","Old Checking XXXXXX5384","$1,000.00",
"Outgoing Transfers","Other Outgoing Transfers","11/23/2012"," ","","ONLINE TRANSFER REF #IBE88W2XBV            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 11/23/12","PMA Checking XXXXXX5366","$500.00",
"Outgoing Transfers","Other Outgoing Transfers","11/20/2012"," ","","RECURRING TRANSFER REF #OPE5CSWNYB         TO SAVINGS                                 XXXXXX7150","PMA Checking XXXXXX5366","$125.00",
"Outgoing Transfers","Other Outgoing Transfers","11/16/2012"," ","","ONLINE TRANSFER REF #IBEMV2KW4H            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 11/16/12","PMA Checking XXXXXX5366","$600.00",
"Outgoing Transfers","Other Outgoing Transfers","11/16/2012"," ","","ONLINE TRANSFER REF #IBE2GQNY74            TO COMPLETE ADVANTAGE(RM)                  MACYS CARD","PMA Checking XXXXXX5366","$120.00",
"Outgoing Transfers","Other Outgoing Transfers","11/15/2012"," ","","ONLINE TRANSFER REF #IBEQR3SDFC            TO CHECKING                                XXXXXX5366 ON 11/15/12","Old Checking XXXXXX5384","$50.00",
"Outgoing Transfers","Other Outgoing Transfers","11/06/2012"," ","","ONLINE TRANSFER REF #IBE88R6PT5            TO CHECKING                                XXXXXX5366 ON 11/06/12","Old Checking XXXXXX5384","$1,000.00",
"Outgoing Transfers","Other Outgoing Transfers","10/26/2012"," ","","ONLINE TRANSFER REF #IBE2GKK639            TO CHECKING                                XXXXXX5366 ON 10/26/12","Old Checking XXXXXX5384","$600.00",
"Outgoing Transfers","Other Outgoing Transfers","10/25/2012"," ","","ONLINE TRANSFER REF #IBEXJZQDY8            TO CHECKING                                XXXXXX5366 ON 10/25/12","Old Checking XXXXXX5384","$200.00",
"Outgoing Transfers","Other Outgoing Transfers","10/22/2012"," ","","RECURRING TRANSFER REF #OPEC5NSJ6S         TO SAVINGS                                 XXXXXX7150","PMA Checking XXXXXX5366","$125.00",
"Outgoing Transfers","Other Outgoing Transfers","10/16/2012"," ","","ONLINE TRANSFER REF #IBE88LCM8H            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 10/16/12","PMA Checking XXXXXX5366","$1,500.00",
"Outgoing Transfers","Other Outgoing Transfers","10/09/2012"," ","","ONLINE TRANSFER REF #IBEJXNKS4P            TO SAVINGS                                 XXXXXX7150 ON 10/06/12","PMA Checking XXXXXX5366","$1,200.00",
"Outgoing Transfers","Other Outgoing Transfers","10/09/2012"," ","","ONLINE TRANSFER REF #IBEXJW2GPR            TO CHECKING                                XXXXXX5366 ON 10/09/12","Old Checking XXXXXX5384","$120.00",
"Outgoing Transfers","Other Outgoing Transfers","09/26/2012"," ","","ONLINE TRANSFER REF #IBEQQNQX49            TO SAVINGS                                 XXXXXX7150 ON 09/26/12","PMA Checking XXXXXX5366","$790.00",
"Outgoing Transfers","Other Outgoing Transfers","09/20/2012"," ","","RECURRING TRANSFER REF #OPEC5FL2L5         TO SAVINGS                                 XXXXXX7150","PMA Checking XXXXXX5366","$125.00",
"Outgoing Transfers","Other Outgoing Transfers","09/19/2012"," ","","ONLINE TRANSFER REF #IBEXJQCCLN            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 09/19/12","PMA Checking XXXXXX5366","$15.00",
"Outgoing Transfers","Other Outgoing Transfers","09/17/2012"," ","","ONLINE TRANSFER REF #IBE2G85DMQ            TO SAVINGS                                 XXXXXX7150 ON 09/15/12","PMA Checking XXXXXX5366","$311.00",
"Outgoing Transfers","Other Outgoing Transfers","09/17/2012"," ","","TRANSFER TO BLAKELY DANIEL                 REF #PPETMNGDGF                            STILL OWED FROM SATURDAY. GOOD TIMES.","PMA Checking XXXXXX5366","$25.00",
"Outgoing Transfers","Other Outgoing Transfers","09/14/2012"," ","","ONLINE TRANSFER REF #IBEMTJJ3YX            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 09/14/12","PMA Checking XXXXXX5366","$60.00",
"Outgoing Transfers","Other Outgoing Transfers","09/14/2012"," ","","ONLINE TRANSFER REF #IBEMTJHX6Q            TO SAVINGS                                 XXXXXX7150 ON 09/14/12","PMA Checking XXXXXX5366","$511.00",
"Outgoing Transfers","Other Outgoing Transfers","09/14/2012"," ","","ONLINE TRANSFER REF #IBE88BKQXZ            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 09/14/12","PMA Checking XXXXXX5366","$490.00",
"Outgoing Transfers","Other Outgoing Transfers","08/23/2012"," ","","ONLINE TRANSFER REF #IBE2G2FWCS            TO SAVINGS                                 XXXXXX7150 ON 08/23/12","PMA Checking XXXXXX5366","$200.00",
"Outgoing Transfers","Other Outgoing Transfers","08/20/2012"," ","","RECURRING TRANSFER REF #OPEC569FDL         TO SAVINGS                                 XXXXXX7150","PMA Checking XXXXXX5366","$125.00",
"Outgoing Transfers","Other Outgoing Transfers","08/17/2012"," ","","ONLINE TRANSFER REF #IBEQQCSGXS            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 08/17/12","PMA Checking XXXXXX5366","$65.00",
"Outgoing Transfers","Other Outgoing Transfers","08/16/2012"," ","","ONLINE TRANSFER REF #IBEG26YCX8            TO COMPLETE ADVANTAGE(RM)                  RINGS MACYS","PMA Checking XXXXXX5366","$109.00",
"Outgoing Transfers","Other Outgoing Transfers","08/16/2012"," ","","ONLINE TRANSFER REF #IBEXJGJBXP            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 08/16/12","PMA Checking XXXXXX5366","$488.00",
"Outgoing Transfers","Other Outgoing Transfers","07/30/2012"," ","","ONLINE TRANSFER REF #IBEQQ74B3N            TO CHECKING                                XXXXXX5366 ON 07/30/12","Old Checking XXXXXX5384","$175.00",
"Outgoing Transfers","Other Outgoing Transfers","07/26/2012"," ","","ONLINE TRANSFER REF #IBEFZZS46B            TO CHECKING                                LEE FIELDS","Old Checking XXXXXX5384","$200.00",
"Outgoing Transfers","Other Outgoing Transfers","07/23/2012"," ","","ONLINE TRANSFER REF #IBE5BTMBGS            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 07/23/12","PMA Checking XXXXXX5366","$120.00",
"Outgoing Transfers","Other Outgoing Transfers","07/20/2012"," ","","RECURRING TRANSFER REF #OPE5BT3WVV         TO SAVINGS                                 XXXXXX7150","PMA Checking XXXXXX5366","$125.00",
"Outgoing Transfers","Other Outgoing Transfers","07/18/2012"," ","","ONLINE TRANSFER REF #IBEXJ7MDQZ            TO COMPLETE ADVANTAGE(RM)                  CREDIT CARD EXPENSES","PMA Checking XXXXXX5366","$1,000.00",
"Outgoing Transfers","Other Outgoing Transfers","07/18/2012"," ","","ONLINE TRANSFER REF #IBEC4WPDZ8            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 07/18/12","PMA Checking XXXXXX5366","$295.00",
"Outgoing Transfers","Other Outgoing Transfers","07/17/2012"," ","","ONLINE TRANSFER REF #IBEFZXTYF2            TO COMPLETE ADVANTAGE(RM)                  STUDENT LOAN","PMA Checking XXXXXX5366","$211.00",
"Outgoing Transfers","Other Outgoing Transfers","07/09/2012"," ","","ONLINE TRANSFER REF #IBE2FP232J            TO CHECKING                                XXXXXX5366 ON 07/09/12","Old Checking XXXXXX5384","$300.00",
"Outgoing Transfers","Other Outgoing Transfers","07/03/2012"," ","","ONLINE TRANSFER REF #IBEFZTHQS6            TO CHECKING                                XXXXXX5366 ON 07/03/12","Old Checking XXXXXX5384","$300.00",
"Outgoing Transfers","Other Outgoing Transfers","07/02/2012"," ","","ONLINE TRANSFER REF #IBE87Q6GPN            TO CHECKING                                XXXXXX5366 ON 07/01/12","Old Checking XXXXXX5384","$300.00",
"Outgoing Transfers","Other Outgoing Transfers","06/29/2012"," ","","ONLINE TRANSFER REF #IBETLZD5LZ            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 06/29/12","PMA Checking XXXXXX5366","$211.00",
"Outgoing Transfers","Other Outgoing Transfers","06/20/2012"," ","","RECURRING TRANSFER REF #OPE2FJJCGN         TO SAVINGS                                 XXXXXX7150","PMA Checking XXXXXX5366","$125.00",
"Outgoing Transfers","Other Outgoing Transfers","06/18/2012"," ","","ONLINE TRANSFER REF #IBEQPVKWGY            TO SAVINGS                                 XXXXXX7150 ON 06/18/12","PMA Checking XXXXXX5366","$700.00",
"Outgoing Transfers","Other Outgoing Transfers","06/18/2012"," ","","ONLINE TRANSFER REF #IBEXHYQ444            TO COMPLETE ADVANTAGE(RM)                  WEDDING COORDINATOR PAYMENT","PMA Checking XXXXXX5366","$300.00",
"Outgoing Transfers","Other Outgoing Transfers","06/18/2012"," ","","ONLINE TRANSFER REF #IBE2FJ4FRD            TO SAVINGS                                 XXXXXX7150 ON 06/18/12","PMA Checking XXXXXX5366","$70.00",
"Outgoing Transfers","Other Outgoing Transfers","05/21/2012"," ","","RECURRING TRANSFER REF #OPE87DFBBL         TO SAVINGS                                 XXXXXX7150","PMA Checking XXXXXX5366","$125.00",
"Outgoing Transfers","Other Outgoing Transfers","05/16/2012"," ","","ONLINE TRANSFER REF #IBEFZGNWS2            TO SAVINGS                                 XXXXXX7150 ON 05/16/12","PMA Checking XXXXXX5366","$300.00",
"Outgoing Transfers","Other Outgoing Transfers","05/16/2012"," ","","ONLINE TRANSFER REF #IBEJWJ7FXC            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 05/16/12","PMA Checking XXXXXX5366","$215.00",
"Outgoing Transfers","Other Outgoing Transfers","05/03/2012"," ","","ONLINE TRANSFER REF #IBEMSGGS3K            TO COMPLETE ADVANTAGE(RM)                  DESERT CLEANING","PMA Checking XXXXXX5366","$50.00",
"Outgoing Transfers","Other Outgoing Transfers","04/26/2012"," ","","ONLINE TRANSFER REF #IBEXHK3X9W            TO SAVINGS                                 XXXXXX7150 ON 04/26/12","PMA Checking XXXXXX5366","$170.00",
"Outgoing Transfers","Other Outgoing Transfers","04/20/2012"," ","","RECURRING TRANSFER REF #OPE2F2F4ZY         TO SAVINGS                                 XXXXXX7150","PMA Checking XXXXXX5366","$125.00",
"Outgoing Transfers","Other Outgoing Transfers","04/16/2012"," ","","ONLINE TRANSFER REF #IBE2DZD9GX            TO SAVINGS                                 XXXXXX6021 ON 04/15/12","PMA Checking XXXXXX5366","$650.00",
"Outgoing Transfers","Other Outgoing Transfers","04/16/2012"," ","","ONLINE TRANSFER REF #IBEC45W47L            TO COMPLETE ADVANTAGE(RM)                  XXXXXX5384 ON 04/15/12","PMA Checking XXXXXX5366","$215.00",
"Outgoing Transfers","Other Outgoing Transfers","04/02/2012"," ","","ONLINE TRANSFER REF #IBE59X3WCM            TO SAVINGS                                 XXXXXX7150 ON 03/31/12","PMA Checking XXXXXX5366","$500.00",
"Outgoing Transfers","Other Outgoing Transfers","03/26/2012"," ","","TRANSFER TO BLAKELY DANIEL                 REF #PPE59VS8Z2                            FOR THE WEEKEND","PMA Checking XXXXXX5366","$50.00",
